name,line,gender,in_out,latitude,longitude,num_gate,num_big_toilet,num_small_toilet,num_review,star
논현,7,F,IN,37.511206,127.019539,7,2,0,0,0.0
반포,7,F,IN,37.508213,127.009658,1,12,7,0,0.0
고속터미널,7,F,IN,37.504914,127.002726,3,8,3,0,0.0
내방,7,F,IN,37.487707,126.991409,5,12,6,0,0.0
이수,7,F,IN,37.485936,126.979819,7,16,6,0,0.0
이수,7,F,IN,37.485936,126.979819,7,10,6,0,0.0
남성,7,F,IN,37.484876,126.968484,2,11,5,0,0.0
숭실대입구,7,F,IN,37.496374,126.951315,1,14,6,0,0.0
상도,7,F,IN,37.503072,126.945564,3,8,4,0,0.0
장승배기,7,F,IN,37.504905,126.937002,5,12,4,0,0.0
신대방삼거리,7,F,IN,37.487519,126.911093,1,8,4,0,0.0
보라매,7,F,IN,37.499929,126.918093,3,13,7,0,0.0
신풍,7,F,IN,37.50013,126.90678,5,8,5,0,0.0
대림,7,F,IN,37.492981,126.893984,9,11,5,0,0.0
남구로,7,F,IN,37.486051,126.885062,2,12,4,0,0.0
가산디지털단지,7,F,IN,37.48039597,126.8826618,4,13,5,0,0.0
철산,7,F,IN,37.47619284,126.868211,3,11,5,0,0.0
광명사거리,7,F,IN,37.479307,126.852486,4,12,6,0,0.0
천왕,7,F,IN,37.486686,126.836492,2,8,3,0,0.0
온수,7,F,IN,37.492151,126.821446,4,9,3,0,0.0
암사역사공원역,8,F,IN,37.557155,127.13732,3,11,3,0,0.0
암사,8,F,IN,37.550646,127.125659,2,14,3,0,0.0
강동구청,8,F,IN,37.538374,127.115484,4,10,4,0,0.0
몽촌토성,8,F,IN,37.517641,127.110551,1,9,3,0,0.0
잠실,8,F,IN,37.513152,127.101221,11,18,6,0,0.0
석촌,8,F,IN,37.50541412,127.1070041,7,9,3,0,0.0
송파,8,F,IN,37.49971495,127.1121935,1,11,5,0,0.0
가락시장,8,F,IN,37.49309925,127.1182628,2,21,7,0,0.0
문정,8,F,IN,37.495002,127.103639,2,11,5,0,0.0
문정,8,F,IN,37.495002,127.103639,4,9,3,0,0.0
장지,8,F,IN,37.482299,127.124225,3,23,10,0,0.0
복정,8,F,IN,37.47074187,127.126724,1,18,7,0,0.0
남위례,8,F,OUT,37.46272308,127.139351,1,20,6,0,0.0
산성,8,F,IN,37.470375,127.11793,1,9,3,0,0.0
남한산성입구,8,F,IN,37.451541,127.157632,1,11,5,0,0.0
단대오거리,8,F,IN,37.445163,127.154033,6,10,4,0,0.0
신흥,8,F,IN,37.440749,127.144161,1,13,5,0,0.0
수진,8,F,IN,37.437611,127.138831,1,13,5,0,0.0
모란,8,F,IN,37.433072,127.127123,10,15,5,0,0.0
,,F,IN,,,0,0,0,0,0.0
